longitude_of_pickup,latitude_of_pickup,longitude_of_dropoff,latitude_of_dropoff,datetime.X1,datetime.X2,datetime.X3,weekdays
-73.789684,40.643845,-73.843126,40.784658,08-10-2009,21:12:38,UTC,Thursday
-73.991856,40.73851,-73.987502,40.721316,24-02-2010,19:29:46,UTC,Wednesday
-73.950789,40.72393,-73.953049,40.689629,24-04-2010,04:08:24,UTC,Saturday
-73.994752,40.724905,-74.002583,40.723765,17-07-2010,22:37:00,UTC,Saturday
-73.96064,40.765845,-73.97602,40.778835,10-03-2013,03:28:00,UTC,Sunday
-73.995954,40.7386,-73.97599,40.745779,30-06-2009,15:34:39,UTC,Tuesday
-73.975085,40.755877,-74.001592,40.737425,14-05-2013,20:21:00,UTC,Tuesday
-73.985462,40.744785,-73.999855,40.72186,22-01-2014,20:57:00,UTC,Wednesday
-73.990447,40.724765,-73.965438,40.679687,20-10-2009,20:54:00,UTC,Tuesday
-73.978682,40.755815,-74.007953,40.703422,21-05-2012,14:27:58,UTC,Monday
-73.954167,40.78465,-73.960613,40.772628,11-01-2013,13:06:00,UTC,Friday
-73.988098,40.696294,-73.975625,40.751075,27-09-2011,10:10:43,UTC,Tuesday
-74.001932,40.74049,-73.984547,40.679715,09-10-2011,12:50:00,UTC,Sunday
-73.984707,40.738812,-73.975013,40.74164,04-11-2014,10:25:00,UTC,Tuesday
-74.000532,40.742389,-73.974445,40.761111,26-08-2011,07:43:27,UTC,Friday
-73.962515,40.81002,-73.963227,40.805268,25-04-2013,11:40:00,UTC,Thursday
-74.000958,40.739166,-73.993475,40.722004,22-12-2013,17:00:19,UTC,Sunday
-73.86506,40.771395,-73.78384,40.643582,28-03-2014,18:06:00,UTC,Friday
-73.999553,40.733382,-73.987695,40.721568,21-05-2010,16:36:00,UTC,Friday
-73.986822,40.745197,-73.985562,40.717937,10-06-2012,00:38:00,UTC,Sunday
-73.995402,40.7253,-73.982122,40.766475,06-10-2012,22:53:00,UTC,Saturday
-73.92078,40.743667,-73.975972,40.754835,10-07-2014,09:07:00,UTC,Thursday
-74.007418,40.726297,-73.974796,40.759978,18-10-2009,11:23:10,UTC,Sunday
-73.965705,40.805782,-74.00116,40.762045,12-07-2013,22:02:00,UTC,Friday
-73.964002,40.69368,-73.975797,40.693387,12-05-2014,23:20:00,UTC,Monday
-73.99469,40.750439,-74.017258,40.705151,01-03-2015,10:53:11,UTC,Sunday
-74.017067,40.708923,-73.977364,40.752102,12-05-2015,06:45:53,UTC,Tuesday
-73.983327,40.756615,-73.993518,40.733078,28-03-2010,17:21:00,UTC,Sunday
-73.966362,40.764536,-73.940889,40.805155,23-04-2010,23:54:07,UTC,Friday
-73.977826,40.742259,-73.983361,40.730162,22-08-2011,10:09:30,UTC,Monday
-74.003652,40.749087,-73.986603,40.76919,09-12-2011,13:29:00,UTC,Friday
-73.988649,40.731331,-73.871333,40.774346,08-02-2014,19:31:00,UTC,Saturday
-73.968232,40.759115,-73.98863,40.774205,09-11-2014,14:25:00,UTC,Sunday
-73.969985,40.760113,-73.97545,40.752717,02-08-2009,14:33:00,UTC,Sunday
-73.981649,40.732531,-73.992999,40.73581,20-06-2010,16:11:51,UTC,Sunday
-74.014644,40.709526,-73.994706,40.750285,21-09-2013,04:50:05,UTC,Saturday
-73.996164,40.738115,-73.992245,40.750665,07-04-2014,08:11:08,UTC,Monday
-73.90179,40.763985,-73.90179,40.763985,01-06-2010,08:10:00,UTC,Tuesday
-73.974277,40.759817,-74.005287,40.709012,10-03-2013,18:50:56,UTC,Sunday
-73.991172,40.774842,-73.981333,40.768382,14-04-2013,14:24:00,UTC,Sunday
-73.983075,40.765502,-73.990375,40.760792,21-07-2013,02:50:00,UTC,Sunday
-74.005566,40.748342,-73.992888,40.74308,29-09-2014,07:48:01,UTC,Monday
-73.973555,40.789647,-73.966062,40.79491,15-10-2014,21:07:00,UTC,Wednesday
-73.989451,40.726073,-74.014751,40.716153,30-01-2009,06:34:39,UTC,Friday
-73.975683,40.749213,-73.988205,40.74926,13-01-2010,22:41:00,UTC,Wednesday
-73.99608,40.738674,-74.001021,40.752142,08-04-2012,09:48:25,UTC,Sunday
-73.95982,40.77117,-73.973012,40.780252,12-11-2012,13:59:00,UTC,Monday
-73.986611,40.761651,-73.98177,40.768369,13-11-2013,12:13:32,UTC,Wednesday
-73.952003,40.777672,-73.965727,40.758677,16-03-2014,19:40:00,UTC,Sunday
-73.952055,40.766333,-73.982638,40.735493,23-03-2009,07:41:00,UTC,Monday
-73.990782,40.751458,-73.967999,40.762638,01-09-2014,11:49:53,UTC,Monday
-73.989422,40.720705,-73.974587,40.737497,18-10-2014,17:12:00,UTC,Saturday
-74.0047,40.752033,-73.984116,40.753635,21-02-2015,18:34:03,UTC,Saturday
-73.994062,40.751177,-73.980392,40.7514,14-12-2012,07:23:00,UTC,Friday
-73.979011,40.744289,-73.976814,40.747603,27-01-2013,05:29:32,UTC,Sunday
-73.960987,40.773989,-73.990557,40.736734,08-08-2013,23:16:03,UTC,Thursday
0,0,0,0,21-01-2014,03:39:31,UTC,Tuesday
-73.984996,40.742111,-74.00115,40.733551,06-09-2014,01:24:13,UTC,Saturday
-73.98433,40.72499,-73.983149,40.747515,21-08-2009,10:46:54,UTC,Friday
-73.988168,40.745863,-73.988172,40.74587,05-02-2012,11:08:07,UTC,Sunday
-73.989038,40.758695,-73.977788,40.753895,30-08-2012,20:42:33,UTC,Thursday
-73.97194,40.749445,-73.978302,40.752607,08-02-2013,18:02:00,UTC,Friday
-73.956213,40.781755,-73.97267,40.759502,07-05-2013,12:30:00,UTC,Tuesday
-74.006226,40.733164,-73.988953,40.745176,12-05-2014,20:43:47,UTC,Monday
-73.998358,40.728795,-73.973238,40.758783,26-04-2011,16:00:00,UTC,Tuesday
-73.979793,40.760167,-73.872618,40.774297,23-05-2012,14:22:00,UTC,Wednesday
-73.967017,40.761313,-73.975833,40.786378,23-05-2012,14:22:00,UTC,Wednesday
-73.984042,40.757657,-73.97119,40.761237,22-11-2012,18:52:00,UTC,Thursday
-73.990943,40.734183,-73.988132,40.759689,29-06-2009,23:43:42,UTC,Monday
-73.95955,40.76282,-73.955757,40.806492,18-08-2012,14:38:00,UTC,Saturday
-73.937452,40.758122,-73.937452,40.758122,24-07-2012,08:55:00,UTC,Tuesday
-73.951457,40.770037,-73.960007,40.773562,23-01-2014,10:22:00,UTC,Thursday
-73.992508,40.753448,-74.001228,40.762638,03-05-2015,09:35:28,UTC,Sunday
-73.988646,40.743293,-73.991725,40.738575,10-11-2009,14:12:32,UTC,Tuesday
-73.991057,40.750462,-74.008739,40.710764,17-12-2010,22:14:41,UTC,Friday
-73.955963,40.779177,-73.969125,40.76579,07-04-2011,13:42:21,UTC,Thursday
-74.004561,40.72123,-73.989716,40.722575,24-10-2011,22:58:28,UTC,Monday
-73.986435,40.762137,-73.990242,40.746374,18-06-2014,00:04:08,UTC,Wednesday
-74.000076,40.762417,-73.901794,40.836006,08-02-2015,20:35:37,UTC,Sunday
-73.971448,40.756482,-74.006557,40.739737,10-11-2009,21:08:00,UTC,Tuesday
-73.992167,40.740217,-73.995083,40.736802,25-01-2011,13:54:10,UTC,Tuesday
-73.973334,40.752454,-73.959944,40.798204,20-04-2012,15:29:27,UTC,Friday
-73.986072,40.766902,-73.96948,40.761335,28-12-2013,20:51:08,UTC,Saturday
-73.991037,40.745488,-74.014362,40.71419,31-10-2011,06:09:00,UTC,Monday
-73.965263,40.763271,-73.949402,40.796131,22-02-2015,14:25:20,UTC,Sunday
-73.952843,40.791888,-73.954301,40.779001,30-12-2009,19:51:04,UTC,Wednesday
0,0,0,0,27-03-2010,19:32:00,UTC,Saturday
-73.988543,40.76901,-73.988543,40.76901,16-02-2013,14:57:00,UTC,Saturday
-74.006778,40.727262,-74.006696,40.730957,27-01-2012,21:26:22,UTC,Friday
-74.007361,40.741415,-73.993598,40.746807,26-09-2012,02:26:33,UTC,Wednesday
-73.994832,40.740622,-73.994717,40.749433,21-10-2013,07:31:44,UTC,Monday
0,0,0,0,28-11-2009,17:14:00,UTC,Saturday
-73.990834,40.745584,-73.978904,40.741123,12-01-2010,19:58:51,UTC,Tuesday
-73.97111,40.76734,-73.992218,40.749417,21-09-2010,16:49:00,UTC,Tuesday
-73.994,40.7533,-73.9865,40.7273,09-12-2011,20:10:13,UTC,Friday
-73.974303,40.754384,-73.99121,40.749002,13-07-2009,09:47:01,UTC,Monday
-73.950405,40.779581,-73.952075,40.787767,05-12-2009,18:48:02,UTC,Saturday
-74.002164,40.739698,-73.949739,40.772846,18-03-2011,00:06:58,UTC,Friday
-73.789812,40.642777,-73.804415,40.66216,30-05-2012,14:24:00,UTC,Wednesday
-73.982114,40.762526,-73.965561,40.790459,23-08-2012,13:06:29,UTC,Thursday
-73.978051,40.763605,-73.98569,40.758095,05-01-2013,10:02:38,UTC,Saturday
-73.9847,40.768557,-74.000697,40.758149,16-05-2011,10:36:44,UTC,Monday
-73.982147,40.73643,-73.999082,40.744092,06-05-2014,13:33:00,UTC,Tuesday
-74.004012,40.747577,-73.98567,40.719835,13-12-2014,18:10:00,UTC,Saturday
-73.984638,40.727384,-73.977444,40.752563,27-12-2009,01:31:23,UTC,Sunday
-73.98203,40.77033,-73.978355,40.785872,08-10-2011,18:45:34,UTC,Saturday
-73.985808,40.745577,-73.974151,40.756692,12-10-2011,13:22:05,UTC,Wednesday
-73.980745,40.741996,-73.930227,40.75879,22-06-2014,00:20:32,UTC,Sunday
-73.96558,40.774672,-73.95665,40.779975,12-08-2014,17:19:00,UTC,Tuesday
-73.95177,40.76925,-73.945814,40.781844,03-09-2014,15:28:59,UTC,Wednesday
-73.967752,40.768532,-74.004944,40.739508,11-06-2010,12:19:33,UTC,Friday
-73.992042,40.749933,-73.958562,40.780748,24-03-2010,16:40:00,UTC,Wednesday
-73.976896,40.788642,-73.968678,40.786165,09-03-2011,14:02:41,UTC,Wednesday
-73.982164,40.761338,-73.985224,40.721763,04-07-2014,00:15:12,UTC,Friday
-73.986241,40.777627,-73.979972,40.766116,20-06-2009,20:43:56,UTC,Saturday
-73.980519,40.760269,-73.966572,40.758862,07-01-2011,17:50:35,UTC,Friday
-73.993648,40.75206,-73.974187,40.737088,19-06-2011,21:38:00,UTC,Sunday
-73.96294,40.776572,-73.980537,40.75385,21-07-2014,08:06:00,UTC,Monday
-74.001503,40.746361,-73.996315,40.725662,28-05-2015,18:46:55,UTC,Thursday
-73.982797,40.74933,-73.97781,40.754679,17-05-2009,01:31:54,UTC,Sunday
-73.958433,40.764368,-73.965572,40.762902,14-09-2012,18:05:00,UTC,Friday
-73.960789,40.811688,-74.006785,40.735469,12-05-2013,12:55:41,UTC,Sunday
-73.973663,40.744003,-73.989876,40.75066,09-02-2015,07:36:30,UTC,Monday
-74.005469,40.739764,-74.013781,40.714855,23-06-2011,06:17:11,UTC,Thursday
-74.003888,40.722625,-73.94146,40.690281,05-06-2012,00:09:55,UTC,Tuesday
-73.97714,40.75578,-73.964915,40.758152,04-10-2013,21:47:00,UTC,Friday
-73.981895,40.760193,-73.980133,40.77964,13-05-2015,18:45:06,UTC,Wednesday
-73.987527,40.732967,-74.003808,40.738442,11-02-2013,18:28:00,UTC,Monday
-73.995017,40.74005,-73.989658,40.757857,25-10-2013,11:24:00,UTC,Friday
-73.97589,40.740568,-73.92866,40.85108,01-10-2009,19:33:00,UTC,Thursday
-73.9849,40.7586,-73.9753,40.7462,13-11-2011,13:36:45,UTC,Sunday
-73.965316,40.80102,-73.933794,40.794453,09-12-2012,01:38:02,UTC,Sunday
-73.978565,40.745165,-73.973257,40.759262,07-02-2014,07:46:00,UTC,Friday
-73.990628,40.756217,-73.972275,40.762186,20-10-2014,06:45:58,UTC,Monday
-73.987419,40.770531,-73.943588,40.812008,09-02-2015,16:08:16,UTC,Monday
-73.99082,40.72468,-73.98971,40.712624,02-11-2011,20:51:16,UTC,Wednesday
-73.98119,40.767208,-73.97947,40.764833,16-04-2010,21:00:00,UTC,Friday
-73.969603,40.797803,-73.888872,40.747073,15-09-2012,03:34:34,UTC,Saturday
-73.990869,40.751119,-73.982881,40.727163,28-01-2009,08:06:03,UTC,Wednesday
-73.988008,40.744393,-73.979123,40.73,28-06-2009,03:43:00,UTC,Sunday
-74.001895,40.724546,-73.993061,40.733546,24-09-2009,20:01:59,UTC,Thursday
-73.997965,40.725408,-73.979896,40.770541,12-03-2011,04:00:07,UTC,Saturday
-73.989838,40.767597,-73.909943,40.771809,08-04-2015,22:51:22,UTC,Wednesday
-73.998763,40.719363,-73.998582,40.725977,16-10-2009,18:13:13,UTC,Friday
-73.967302,40.766634,-74.002814,40.727245,28-08-2010,12:30:23,UTC,Saturday
-73.999019,40.749784,-73.980839,40.676545,03-04-2011,02:15:53,UTC,Sunday
-73.994238,40.741534,-74.002041,40.746918,29-01-2013,15:05:53,UTC,Tuesday
-73.901047,40.752725,-73.942832,40.777732,12-08-2012,11:15:00,UTC,Sunday
-73.988991,40.736694,-73.981522,40.749866,14-05-2015,09:47:37,UTC,Thursday
-73.985697,40.722209,-73.997424,40.744882,15-03-2014,03:55:32,UTC,Saturday
-74.006225,40.73364,-73.99245,40.73885,21-05-2012,21:13:00,UTC,Monday
-73.983343,40.765622,-73.986257,40.756138,30-01-2009,07:42:17,UTC,Friday
-73.983934,40.754938,-73.983934,40.754938,10-01-2010,13:44:35,UTC,Sunday
-74.007673,40.715407,-74.002625,40.73942,27-02-2011,00:52:00,UTC,Sunday
-73.967178,40.763203,-73.975494,40.750366,15-05-2015,14:48:04,UTC,Friday
-73.962002,40.763507,-73.981502,40.756178,11-07-2009,19:21:00,UTC,Saturday
-73.793323,40.657012,-73.795832,40.655422,10-03-2010,11:52:00,UTC,Wednesday
-73.997814,40.763927,-74.00801,40.731151,06-10-2013,01:34:58,UTC,Sunday
-73.885276,40.77308,-73.94475,40.708681,30-11-2014,21:18:30,UTC,Sunday
-73.9251,40.768552,-73.938113,40.75454,28-06-2009,07:39:00,UTC,Sunday
-73.962648,40.762925,-73.969325,40.75389,28-07-2011,07:54:00,UTC,Thursday
-73.996778,40.724492,-73.990052,40.732387,10-01-2012,19:06:00,UTC,Tuesday
-73.949761,40.796093,-73.979753,40.759129,06-07-2012,08:55:16,UTC,Friday
-73.978067,40.76016,-74.003778,40.723772,09-09-2012,16:20:11,UTC,Sunday
-73.99717,40.745557,-73.98403,40.743242,06-06-2013,19:47:00,UTC,Thursday
-73.974575,40.75316,-73.949765,40.772167,06-06-2013,19:47:00,UTC,Thursday
-73.994313,40.750622,-74.016111,40.714748,12-10-2009,07:24:52,UTC,Monday
-73.971043,40.750122,-73.966605,40.760342,22-12-2012,22:39:00,UTC,Saturday
-73.976202,40.75751,-73.984675,40.754135,21-01-2013,13:53:00,UTC,Monday
-74.002192,40.755675,-73.986288,40.761898,09-12-2014,10:46:31,UTC,Tuesday
-73.956001,40.778736,-73.975578,40.756603,09-02-2015,07:33:57,UTC,Monday
-73.94441,40.75188,-73.94441,40.75188,16-03-2011,18:24:00,UTC,Wednesday
-74.004398,40.719194,-73.866267,40.771051,26-06-2013,15:06:41,UTC,Wednesday
-73.965411,40.763542,-73.954223,40.77016,10-09-2011,10:52:34,UTC,Saturday
-73.989908,40.767247,-74.010137,40.720075,05-10-2014,12:32:00,UTC,Sunday
-73.973769,40.747749,-73.977845,40.734123,05-11-2009,21:51:00,UTC,Thursday
-73.884987,40.692988,-73.884987,40.692988,01-07-2010,13:52:31,UTC,Thursday
-73.985014,40.738516,-73.963001,40.775135,14-07-2013,08:41:03,UTC,Sunday
-73.969028,40.754395,-73.948758,40.777852,29-07-2014,18:09:00,UTC,Tuesday
-73.975682,40.787995,-73.976678,40.776442,09-04-2010,14:01:00,UTC,Friday
-74.012035,40.747907,-74.012148,40.746697,09-11-2010,06:52:00,UTC,Tuesday
-73.973333,40.743833,-73.977713,40.75146,20-03-2011,15:23:00,UTC,Sunday
-73.998167,40.750045,-73.989677,40.744912,23-07-2014,19:21:00,UTC,Wednesday
-73.943832,40.835796,-74.01384,40.702358,21-02-2015,14:36:58,UTC,Saturday
-73.989565,40.767505,-73.99719,40.760277,19-05-2013,13:48:00,UTC,Sunday
-73.982332,40.769287,-73.98411,40.761717,07-08-2014,20:19:00,UTC,Thursday
-73.981405,40.741272,-73.97165,40.746552,19-04-2011,22:53:00,UTC,Tuesday
-74.005775,40.745495,-73.977129,40.75178,13-03-2009,10:15:47,UTC,Friday
-73.983962,40.725397,-74.004268,40.721073,06-05-2012,01:59:00,UTC,Sunday
-73.967554,40.80309,-73.98121,40.781536,08-03-2010,11:35:06,UTC,Monday
-73.971664,40.794971,-73.999573,40.728321,02-05-2015,19:36:17,UTC,Saturday
-74.004864,40.742564,-73.97989,40.739467,11-11-2010,10:38:06,UTC,Thursday
-73.981938,40.744894,-74.005338,40.745974,26-09-2013,18:18:11,UTC,Thursday
-73.980622,40.745157,-73.975777,40.755863,04-09-2010,12:45:32,UTC,Saturday
-73.956664,40.766989,-73.961371,40.772639,13-06-2011,10:53:52,UTC,Monday
-73.988707,40.734343,-73.991737,40.722582,12-12-2013,21:26:40,UTC,Thursday
-73.952795,40.776642,-73.96532,40.759412,08-03-2010,14:01:00,UTC,Monday
-73.983301,40.743722,-73.964523,40.710758,28-02-2011,18:37:41,UTC,Monday
-73.985905,40.74695,-74.00212,40.724325,19-04-2013,17:39:00,UTC,Friday
-73.959258,40.767582,-73.990297,40.729233,15-04-2011,21:28:00,UTC,Friday
-73.974267,40.75104,-73.982512,40.742592,22-08-2013,20:03:00,UTC,Thursday
-73.976727,40.788222,-73.982272,40.775337,19-07-2014,13:13:00,UTC,Saturday
-73.921262,40.743615,-73.967383,40.765162,02-07-2011,10:38:00,UTC,Saturday
-73.97654,40.790712,-73.986872,40.769192,12-09-2012,11:37:00,UTC,Wednesday
-73.992488,40.73157,-73.985167,40.755113,28-03-2013,11:55:51,UTC,Thursday
-73.969675,40.75768,-74.005165,40.731492,04-09-2013,12:02:00,UTC,Wednesday
-73.982313,40.768461,-73.973183,40.763971,19-12-2013,13:39:48,UTC,Thursday
-73.939378,40.815797,-73.971867,40.765775,06-06-2011,06:25:32,UTC,Monday
-73.993705,40.746777,-74.00611,40.73307,15-12-2011,15:22:00,UTC,Thursday
-74.001357,40.741275,-73.99466,40.745642,20-04-2013,03:43:00,UTC,Saturday
-73.958644,40.772758,-73.947013,40.777503,26-10-2013,23:02:22,UTC,Saturday
-73.984891,40.748593,-73.949589,40.769847,09-01-2010,01:50:18,UTC,Saturday
-73.970895,40.761315,-73.96863,40.758763,29-01-2010,02:39:00,UTC,Friday
-73.784925,40.648557,-73.98395,40.76985,11-08-2013,22:23:00,UTC,Sunday
-73.977371,40.788635,-74.009668,40.73324,13-09-2013,18:28:40,UTC,Friday
-73.982164,40.735885,-73.973708,40.729327,06-06-2010,10:25:14,UTC,Sunday
-73.997734,40.741513,-73.997734,40.741513,15-02-2011,13:15:28,UTC,Tuesday
-73.975972,40.748722,-74.001088,40.730947,09-08-2013,22:07:00,UTC,Friday
-74.000662,40.73579,-73.987972,40.74084,20-10-2013,21:58:00,UTC,Sunday
-74.00935,40.716937,-73.995022,40.750047,08-02-2014,14:15:00,UTC,Saturday
-73.989155,40.773365,-73.968092,40.761885,20-01-2009,09:11:00,UTC,Tuesday
-73.972357,40.755633,-73.972357,40.755633,05-05-2013,21:20:00,UTC,Sunday
-73.985067,40.727812,-73.973442,40.743745,23-12-2014,09:03:00,UTC,Tuesday
-73.991064,40.734083,-73.975779,40.776242,01-08-2009,22:36:38,UTC,Saturday
-73.970433,40.760703,-73.978233,40.756635,25-01-2011,10:00:39,UTC,Tuesday
-73.982049,40.768747,-73.98623,40.771902,10-12-2012,06:55:22,UTC,Monday
-73.97785,40.748501,-73.986888,40.749084,14-08-2013,21:17:28,UTC,Wednesday
-73.977591,40.758063,-73.973072,40.763646,21-12-2014,10:32:02,UTC,Sunday
-73.979538,40.743981,-73.946895,40.772515,10-10-2010,17:33:55,UTC,Sunday
-73.956245,40.771602,-73.990963,40.75061,21-04-2012,03:50:00,UTC,Saturday
-73.9822,40.7682,-73.9788,40.7632,10-08-2011,21:50:53,UTC,Wednesday
-73.988149,40.743668,-73.997849,40.720636,23-10-2011,00:49:26,UTC,Sunday
-73.97246,40.781205,-73.9921,40.752645,24-02-2012,15:11:00,UTC,Friday
-73.945522,40.786465,-73.95465,40.781005,11-03-2014,21:45:00,UTC,Tuesday
-73.98708,40.754477,-73.978538,40.729653,18-03-2010,20:48:00,UTC,Thursday
-73.990695,40.728322,-73.997858,40.756462,18-09-2011,00:24:00,UTC,Sunday
-73.979994,40.781038,-73.948335,40.780578,14-03-2013,19:06:02,UTC,Thursday
-73.981628,40.778442,-73.971428,40.792685,27-03-2009,22:32:00,UTC,Friday
-73.982972,40.756096,-73.861735,40.768386,02-02-2012,17:10:20,UTC,Thursday
-73.994133,40.75106,-73.98756,40.754537,24-05-2011,09:53:00,UTC,Tuesday
-73.955155,40.783387,-73.961027,40.775345,31-01-2014,18:13:53,UTC,Friday
-73.95421,40.770278,-73.98902,40.740717,14-07-2010,19:16:00,UTC,Wednesday
-73.982771,40.761852,-73.962296,40.590033,20-10-2011,19:51:55,UTC,Thursday
-73.850417,40.837168,-73.850417,40.837168,03-11-2011,14:47:00,UTC,Thursday
-73.96025,40.773182,-73.9652,40.766205,24-04-2013,16:27:00,UTC,Wednesday
-73.980712,40.744863,-73.991101,40.76021,10-01-2009,20:06:45,UTC,Saturday
-73.973681,40.748067,-73.981022,40.741705,05-10-2009,12:39:40,UTC,Monday
-73.998174,40.735429,-73.977197,40.752399,13-07-2014,10:18:15,UTC,Sunday
-73.98581,40.731,-73.98551,40.72333,23-10-2014,20:44:00,UTC,Thursday
-73.97427,40.75106,-73.97106,40.75491,09-03-2014,16:32:00,UTC,Sunday
-73.997892,40.729047,-74.013922,40.71693,17-11-2011,21:11:00,UTC,Thursday
-73.913687,40.765605,-73.95519,40.764952,07-12-2010,06:22:00,UTC,Tuesday
-73.968228,40.757341,-73.951928,40.809108,31-03-2014,22:52:34,UTC,Monday
-73.993452,40.742192,-74.006872,40.751387,30-04-2010,10:27:00,UTC,Friday
-73.993715,40.732782,-73.980426,40.746212,24-09-2009,15:15:30,UTC,Thursday
-73.981738,40.762325,-73.993361,40.744027,26-07-2010,19:25:25,UTC,Monday
-74.0089,40.7094,-73.9854,40.7562,05-11-2011,18:29:30,UTC,Saturday
-73.954598,40.789447,-73.967806,40.762769,01-04-2012,17:17:44,UTC,Sunday
-74.00492,40.746935,-74.008522,40.740546,20-04-2013,18:02:13,UTC,Saturday
-74.000425,40.738002,-73.99949,40.743877,16-12-2014,01:05:00,UTC,Tuesday
-73.972287,40.750382,-73.922663,40.760913,25-07-2010,01:25:00,UTC,Sunday
-73.975692,40.752039,-73.975834,40.765055,06-03-2011,17:56:14,UTC,Sunday
-73.959833,40.779887,-73.962718,40.754758,31-08-2009,16:19:00,UTC,Monday
-73.965152,40.758632,-73.96801,40.763817,13-01-2011,11:39:51,UTC,Thursday
-73.981473,40.728968,-74.004587,40.747282,20-10-2011,20:37:00,UTC,Thursday
-74.007322,40.727417,-73.989205,40.750237,30-08-2012,07:25:00,UTC,Thursday
-74.003297,40.713787,-74.003593,40.736285,16-10-2012,13:35:00,UTC,Tuesday
-73.987711,40.759812,-73.980141,40.78344,02-11-2013,15:33:36,UTC,Saturday
-74.007243,40.705354,-73.993567,40.752069,27-09-2012,13:53:18,UTC,Thursday
-73.954605,40.780362,-73.973295,40.785042,17-10-2013,20:43:00,UTC,Thursday
-73.973667,40.763047,-73.99072,40.756247,08-11-2014,00:32:00,UTC,Saturday
-73.988892,40.726978,-73.985939,40.772858,15-03-2015,02:49:07,UTC,Sunday
-73.968175,40.753835,-73.984847,40.725867,28-05-2010,19:32:00,UTC,Friday
-73.988507,40.737133,-73.988726,40.75783,28-05-2011,13:01:03,UTC,Saturday
-73.872767,40.773985,-73.983907,40.764247,11-09-2011,17:32:31,UTC,Sunday
-73.975253,40.725022,-73.987407,40.733418,18-12-2011,07:51:00,UTC,Sunday
-73.95551,40.76166,-73.958368,40.758507,22-01-2013,13:59:00,UTC,Tuesday
-74.012878,40.716948,-73.99314,40.73744,15-08-2013,11:24:10,UTC,Thursday
-74.002917,40.72507,-74.008962,40.707086,22-10-2014,20:44:19,UTC,Wednesday
-73.980812,40.744594,-73.996219,40.760795,01-02-2009,03:43:38,UTC,Sunday
-74.002147,40.729543,-73.979438,40.753182,09-04-2010,06:34:00,UTC,Friday
-73.957649,40.765537,-73.957748,40.776283,14-03-2015,19:43:47,UTC,Saturday
-73.967316,40.756829,-73.990129,40.757449,10-12-2009,20:41:29,UTC,Thursday
-73.95306,40.77594,-73.976002,40.744725,29-06-2011,21:11:00,UTC,Wednesday
-74.002858,40.744413,-73.985505,40.727713,30-07-2009,13:48:00,UTC,Thursday
-73.991664,40.738881,-73.976258,40.748295,03-08-2009,19:19:38,UTC,Monday
-73.988408,40.774491,-73.969966,40.758931,24-06-2010,18:57:05,UTC,Thursday
-74.009836,40.71502,-74.011218,40.706948,16-10-2011,14:42:58,UTC,Sunday
-73.975707,40.760173,-73.957261,40.768576,05-11-2012,15:26:34,UTC,Monday
-73.997537,40.720804,-74.005102,40.719126,18-05-2014,00:30:19,UTC,Sunday
-74.003441,40.727064,-73.988998,40.758489,13-03-2012,16:13:43,UTC,Tuesday
-74.0106,40.718787,-73.997005,40.725455,07-10-2012,11:01:00,UTC,Sunday
-73.994164,40.751064,-74.00563,40.725891,11-06-2015,14:50:42,UTC,Thursday
-73.993981,40.726827,-74.003105,40.738776,05-08-2009,16:57:28,UTC,Wednesday
-73.954628,40.744273,-73.914708,40.77563,08-08-2010,02:37:00,UTC,Sunday
-73.960327,40.761756,-73.951239,40.777756,09-12-2010,17:55:01,UTC,Thursday
-73.966152,40.762627,-73.973008,40.740372,26-02-2013,08:09:00,UTC,Tuesday
-73.984797,40.754107,-73.956113,40.763798,23-06-2009,14:22:00,UTC,Tuesday
-73.985262,40.727632,-73.971022,40.751222,25-02-2010,00:23:00,UTC,Thursday
-73.983777,40.765009,-73.977681,40.753194,07-12-2013,09:18:27,UTC,Saturday
-73.991832,40.726272,-73.959465,40.642563,28-03-2009,01:28:00,UTC,Saturday
-74.008076,40.710593,-74.002386,40.739884,28-11-2010,10:43:38,UTC,Sunday
-74.008567,40.711612,-74.013605,40.702337,17-07-2012,01:25:35,UTC,Tuesday
-73.991315,40.75976,-73.964456,40.757158,30-06-2013,18:42:14,UTC,Sunday
-73.981957,40.762742,-73.987357,40.741702,06-02-2014,17:38:00,UTC,Thursday
-73.99152,40.744626,-74.005628,40.744425,15-05-2014,20:06:03,UTC,Thursday
-73.933083,40.709495,-73.911188,40.769636,23-08-2009,04:53:02,UTC,Sunday
-73.955662,40.779745,-73.967062,40.763897,13-06-2011,09:57:00,UTC,Monday
-73.97245,40.743339,-74.013465,40.707957,16-02-2012,07:02:00,UTC,Thursday
-73.978878,40.755949,-73.973627,40.782959,29-06-2013,11:34:23,UTC,Saturday
-73.984058,40.744152,-73.944685,40.708672,19-07-2013,17:55:00,UTC,Friday
-73.981395,40.759025,-73.874333,40.713575,16-10-2014,23:33:34,UTC,Thursday
-73.980822,40.738022,-73.971272,40.76027,10-11-2012,01:12:00,UTC,Saturday
-73.872997,40.774072,-73.985907,40.753992,10-03-2014,23:42:00,UTC,Monday
-73.97906,40.784825,-73.956658,40.780862,24-03-2011,18:01:00,UTC,Thursday
-73.997962,40.72436,-74.007107,40.706012,19-10-2011,21:46:00,UTC,Wednesday
-73.993273,40.752083,-73.977523,40.751713,20-11-2009,20:59:00,UTC,Friday
